DJANGO,/django/index.php
NUMPY,/python/numpy/default.asp
PANDAS,/python/pandas/default.asp
NODEJS,/nodejs/default.asp
DSA,/dsa/index.php
TYPESCRIPT,/typescript/index.php
ANGULAR,/angular/default.asp
GIT,/git/default.asp
POSTGRESQL,/postgresql/index.php
MONGODB,/mongodb/index.php
ASP,/asp/default.asp
AI,/ai/default.asp
R,/r/default.asp
GO,/go/index.php
KOTLIN,/kotlin/index.php
SASS,/sass/default.asp
VUE,/vue/index.php
GEN AI,/gen_ai/index.php
SCIPY,/python/scipy/index.php
CYBERSECURITY,/cybersecurity/index.php
DATA SCIENCE,/datascience/default.asp
INTRO TO PROGRAMMING,/programming/index.php
BASH,/bash/index.php
RUST,/rust/index.php
,javascript:void(0)
Not Sure Where To Begin?,where_to_start.asp
Learn HTML,/html/default.asp
Video Tutorial,https://www.w3schools.com/videos/index.php
HTML Reference,/tags/default.asp
Get Certified,https://campus.w3schools.com/collections/certifications/products/html-certificate
Try it Yourself,/html/tryit.asp?filename=tryhtml_default_default
Learn CSS,/css/default.asp
CSS Reference,/cssref/index.php
Get Certified,https://campus.w3schools.com/collections/certifications/products/css-certificate
Try it Yourself,/css/tryit.asp?filename=trycss_default
Learn JavaScript,/js/default.asp
JavaScript Reference,/jsref/default.asp
Get Certified,https://campus.w3schools.com/collections/certifications/products/javascript-certificate
Try it Yourself,/js/tryit.asp?filename=tryjs_default
Learn Python,/python/default.asp
Python Reference,/python/python_reference.asp
Get Certified,https://campus.w3schools.com/collections/certifications/products/python-certificate
Try it Yourself,/python/trypython.asp?filename=demo_indentation
Learn SQL,/sql/default.asp
SQL Reference,/sql/sql_ref_keywords.asp
Get Certified,https://campus.w3schools.com/collections/certifications/products/sql-certificate
Try it Yourself,/sql/trysql.asp?filename=trysql_select_where
Learn PHP,/php/default.asp
Learn jQuery,/jquery/default.asp
Learn Java,/java/default.asp
Learn C++,/cpp/default.asp
Learn W3.CSS,/w3css/default.asp
Learn Bootstrap,/bootstrap/bootstrap_ver.asp
C,/c/index.php
C#,/cs/index.php
R,/r/default.asp
Kotlin,/kotlin/index.php
Node.js,/nodejs/default.asp
React,/react/default.asp
JSON,/js/js_json.asp
Vue,/vue/index.php
MySQL,/mysql/default.asp
XML,/xml/default.asp
Sass,/sass/default.asp
Icons,/icons/default.asp
RWD,/css/css_rwd_intro.asp
Graphics,/graphics/default.asp
SVG,/graphics/svg_intro.asp
Canvas,/graphics/canvas_intro.asp
Raspberry Pi,/nodejs/nodejs_raspberrypi.asp
Cyber Security,/cybersecurity/index.php
Colors,/colors/default.asp
Git,/git/default.asp
Matplotlib,/python/matplotlib_intro.asp
NumPy,/python/numpy/default.asp
Pandas,/python/pandas/default.asp
SciPy,/python/scipy/index.php
ASP,/asp/default.asp
AngularJS,/angular/default.asp
AppML,/appml/default.asp
Go,/go/index.php
TypeScript,/typescript/index.php
Django,/django/index.php
MongoDB,/mongodb/index.php
Statistics,/statistics/index.php
Data Science,/datascience/default.asp
PostgreSQL,/postgresql/index.php
HowTo,/howto/default.asp
Rust,/rust/index.php
Spaces,/spaces/index.php
Typing Speed,/typingspeed/default.asp
Excel,/excel/index.php
DSA - Data Structures and Algorithms,/dsa/index.php
Machine Learning,/python/python_ml_getting_started.asp
Artificial Intelligence,/ai/default.asp
Introduction to Programming,/programming/index.php
Bash,/bash/index.php
Sign Up for Free,https://profile.w3schools.com/sign-up
Try Frontend Editor (HTML/CSS/JS),/tryit/tryit.asp?filename=tryhtml_hello
Try Backend Editor (Python/PHP/Java/C..),/tryit/trycompiler.asp?filename=demo_python
W3Schools Spaces,/spaces/index.php
Learn More,/spaces/index.php
Learn More,/plus/index.php
Learn More,/academy/index.php
,/academy/index.php
,/colors/colors_picker.asp
,/codegame/index.html
Play Game,/codegame/index.html
Exercises,/exercises/index.php
Quizzes,/quiztest/default.asp
,/w3css/w3css_templates.asp
Browse Templates,/w3css/w3css_templates.asp
Get started,https://campus.w3schools.com/collections/course-catalog
Learn How To,/howto/default.asp
"★
+1",https://profile.w3schools.com/log-in?redirect_url=https%3A%2F%2Fmy-learning.w3schools.com
Log in,https://profile.w3schools.com/log-in?redirect_url=https%3A%2F%2Fpathfinder.w3schools.com
Sign Up,https://profile.w3schools.com/sign-up?redirect_url=https%3A%2F%2Fpathfinder.w3schools.com
,//www.w3schools.com
PLUS,/plus/index.php
SPACES,/spaces/index.php
GET CERTIFIED,https://campus.w3schools.com/collections/certifications
FOR TEACHERS,/academy/index.php
FOR BUSINESS,/academy/index.php
CONTACT US,javascript:void(0);
HTML Tutorial,/html/default.asp
CSS Tutorial,/css/default.asp
JavaScript Tutorial,/js/default.asp
How To Tutorial,/howto/default.asp
SQL Tutorial,/sql/default.asp
Python Tutorial,/python/default.asp
W3.CSS Tutorial,/w3css/default.asp
Bootstrap Tutorial,/bootstrap/bootstrap_ver.asp
PHP Tutorial,/php/default.asp
Java Tutorial,/java/default.asp
C++ Tutorial,/cpp/default.asp
jQuery Tutorial,/jquery/default.asp
HTML Reference,/tags/default.asp
CSS Reference,/cssref/index.php
JavaScript Reference,/jsref/default.asp
SQL Reference,/sql/sql_ref_keywords.asp
Python Reference,/python/python_reference.asp
W3.CSS Reference,/w3css/w3css_references.asp
Bootstrap Reference,/bootstrap/bootstrap_ref_all_classes.asp
PHP Reference,/php/php_ref_overview.asp
HTML Colors,/colors/colors_names.asp
Java Reference,/java/java_ref_keywords.asp
Angular Reference,/angular/angular_ref_directives.asp
jQuery Reference,/jquery/jquery_ref_overview.asp
HTML Examples,/html/html_examples.asp
CSS Examples,/css/css_examples.asp
JavaScript Examples,/js/js_examples.asp
How To Examples,/howto/default.asp
SQL Examples,/sql/sql_examples.asp
Python Examples,/python/python_examples.asp
W3.CSS Examples,/w3css/w3css_examples.asp
Bootstrap Examples,/bootstrap/bootstrap_examples.asp
PHP Examples,/php/php_examples.asp
Java Examples,/java/java_examples.asp
XML Examples,/xml/xml_examples.asp
jQuery Examples,/jquery/jquery_examples.asp
Get Certified,https://campus.w3schools.com/collections/course-catalog
HTML Certificate,https://campus.w3schools.com/collections/certifications/products/html-certificate
CSS Certificate,https://campus.w3schools.com/collections/certifications/products/css-certificate
JavaScript Certificate,https://campus.w3schools.com/collections/certifications/products/javascript-certificate
Front End Certificate,https://campus.w3schools.com/collections/certifications/products/front-end-certificate
SQL Certificate,https://campus.w3schools.com/collections/certifications/products/sql-certificate
Python Certificate,https://campus.w3schools.com/collections/certifications/products/python-certificate
PHP Certificate,https://campus.w3schools.com/collections/certifications/products/php-certificate
jQuery Certificate,https://campus.w3schools.com/collections/certifications/products/jquery-certificate
Java Certificate,https://campus.w3schools.com/collections/certifications/products/java-certificate
C++ Certificate,https://campus.w3schools.com/collections/certifications/products/c-certificate
C# Certificate,https://campus.w3schools.com/collections/certifications/products/c-certificate-1
XML Certificate,https://campus.w3schools.com/collections/certifications/products/xml-certificate
,https://www.youtube.com/@w3schools
,https://www.linkedin.com/company/w3schools.com/
,https://discord.com/invite/w3schools
,https://www.facebook.com/w3schoolscom/
,https://www.instagram.com/w3schools.com_official/
FORUM,/forum/default.asp
ABOUT,/about/default.asp
ACADEMY,/academy/index.php
terms of use,/about/about_copyright.asp
cookie and privacy policy,/about/about_privacy.asp
Copyright 1999-2025,/about/about_copyright.asp
W3Schools is Powered by W3.CSS,//www.w3schools.com/w3css/default.asp


--- IMAGES ---
src,alt,title
/images/colorpicker2000.png,A circular color wheel showing the gradation of colors in the spectrum,
/signup/lynxlogo.svg,Lynx logo,
dashboard1.png,Track your progress with at W3Schools.com,
codeeditor.gif,Frontend Code Editor,
/tryit/best2.gif,Backend Code Editor,
/spaces/dynamicspaces.gif,Dynamic Spaces,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/spaces/files/check3.db67d31e.svg,Checkmark,
/images/classroom.png,Classroom,
/images/colorpicker.png,Colorpicker,
/images/w3lynx_200.png,Code Game,
w3css_templates.jpg,W3.CSS Templates,
